state,county,current_votes,trump_votes,percent_trump_votes
New Mexico,Grant County,14435,6553,45.40%
New Mexico,Guadalupe County,2189,917,41.89%
New Mexico,Harding County,505,319,63.17%
New Mexico,Hidalgo County,1974,1120,56.74%
New Mexico,Lea County,20918,16531,79.03%
New Mexico,Lincoln County,10306,6942,67.36%
New Mexico,Los Alamos County,12293,4278,34.80%
New Mexico,Luna County,8103,4408,54.40%
New Mexico,McKinley County,26486,7801,29.45%
New Mexico,Mora County,2686,903,33.62%
New Mexico,Otero County,23571,14521,61.61%
New Mexico,Quay County,3873,2634,68.01%
New Mexico,Rio Arriba County,16628,5408,32.52%
New Mexico,Roosevelt County,6608,4634,70.13%
New Mexico,Sandoval County,76562,34174,44.64%
New Mexico,San Juan County,52294,32874,62.86%
New Mexico,San Miguel County,11531,3421,29.67%
New Mexico,Santa Fe County,82227,18329,22.29%
New Mexico,Sierra County,5945,3542,59.58%
New Mexico,Socorro County,7160,3255,45.46%
New Mexico,Taos County,17181,3715,21.62%
New Mexico,Torrance County,7281,4772,65.54%
New Mexico,Union County,1789,1388,77.59%
New Mexico,Valencia County,32277,17364,53.80%
New York,Albany County,154101,51081,33.15%
New York,Allegany County,20782,14135,68.02%
New York,Bronx County,425715,67740,15.91%
New York,Broome County,92794,43800,47.20%
New York,Cattaraugus County,34845,22155,63.58%
New York,Cayuga County,36421,19512,53.57%
New York,Chautauqua County,59304,34853,58.77%
New York,Chemung County,39410,21922,55.63%
New York,Chenango County,22282,13482,60.51%
New York,Clinton County,35437,16514,46.60%
New York,Columbia County,35522,14464,40.72%
New York,Cortland County,21678,10789,49.77%
New York,Delaware County,23025,13387,58.14%
New York,Dutchess County,151122,66872,44.25%
New York,Erie County,473021,197527,41.76%
New York,Essex County,19259,8976,46.61%
New York,Franklin County,19268,9668,50.18%
New York,Fulton County,23744,15378,64.77%
New York,Genesee County,29217,18876,64.61%
New York,Greene County,25194,14271,56.64%
New York,Hamilton County,3460,2225,64.31%
New York,Herkimer County,29319,18870,64.36%
New York,Jefferson County,43848,25629,58.45%
New York,Kings County,913246,202772,22.20%
New York,Lewis County,12944,8894,68.71%
New York,Livingston County,31401,18182,57.90%
New York,Madison County,34038,18408,54.08%
New York,Monroe County,380983,145661,38.23%
New York,Montgomery County,21134,12745,60.31%
New York,Nassau County,732756,326716,44.59%
New York,New York County,694904,85185,12.26%
New York,Niagara County,104080,56068,53.87%
New York,Oneida County,100746,57180,56.76%
New York,Onondaga County,234735,90619,38.60%
New York,Ontario County,59674,29039,48.66%
New York,Orange County,172099,84996,49.39%
New York,Orleans County,18154,12126,66.80%
New York,Oswego County,54491,32138,58.98%
New York,Otsego County,28008,14382,51.35%
New York,Putnam County,54989,29283,53.25%
New York,Queens County,787860,212665,26.99%
New York,Rensselaer County,79409,36500,45.96%
New York,Richmond County,216153,123320,57.05%
New York,Rockland County,150369,73186,48.67%
New York,St. Lawrence County,44907,24608,54.80%
New York,Saratoga County,132655,61305,46.21%
New York,Schenectady County,74826,30741,41.08%
New York,Schoharie County,15710,9903,63.04%
New York,Schuyler County,9766,5621,57.56%
New York,Seneca County,15630,8329,53.29%
New York,Steuben County,46178,29474,63.83%
New York,Suffolk County,771541,381253,49.41%
New York,Sullivan County,34647,18665,53.87%
New York,Tioga County,25044,14791,59.06%
New York,Tompkins County,45735,11096,24.26%
New York,Ulster County,97420,37590,38.59%
New York,Warren County,36131,17699,48.99%
New York,Washington County,28138,15941,56.65%
New York,Wayne County,44714,26204,58.60%
New York,Westchester County,462122,144713,31.31%
New York,Wyoming County,19399,13898,71.64%
New York,Yates County,10701,6208,58.01%
North Carolina,Alamance County,86091,46056,53.50%
North Carolina,Alexander County,20236,15888,78.51%
North Carolina,Alleghany County,6076,4527,74.51%
North Carolina,Anson County,11194,5321,47.53%
North Carolina,Ashe County,15814,11451,72.41%
North Carolina,Avery County,9458,7172,75.83%
North Carolina,Beaufort County,26315,16437,62.46%
North Carolina,Bertie County,9815,3817,38.89%
North Carolina,Bladen County,17125,9676,56.50%
North Carolina,Brunswick County,90175,55850,61.94%
North Carolina,Buncombe County,161569,62412,38.63%
North Carolina,Burke County,44602,31019,69.55%
North Carolina,Cabarrus County,117227,63237,53.94%
North Carolina,Caldwell County,42829,32119,74.99%
North Carolina,Camden County,5953,4312,72.43%
North Carolina,Carteret County,42695,30028,70.33%
North Carolina,Caswell County,12051,7089,58.82%
North Carolina,Catawba County,83425,56588,67.83%
North Carolina,Chatham County,48599,21186,43.59%
North Carolina,Cherokee County,16423,12628,76.89%
North Carolina,Chowan County,7784,4471,57.44%
North Carolina,Clay County,6893,5112,74.16%
North Carolina,Cleveland County,51308,33798,65.87%
North Carolina,Columbus County,26446,16832,63.65%
North Carolina,Craven County,53065,31032,58.48%
North Carolina,Cumberland County,147150,60032,40.80%
North Carolina,Currituck County,16147,11657,72.19%
North Carolina,Dare County,24232,13938,57.52%
North Carolina,Davidson County,88514,64658,73.05%
North Carolina,Davie County,25311,18228,72.02%
North Carolina,Duplin County,22715,13793,60.72%
North Carolina,Durham County,179914,32459,18.04%
North Carolina,Edgecombe County,25477,9206,36.13%
North Carolina,Forsyth County,201270,85064,42.26%
North Carolina,Franklin County,37351,20901,55.96%
North Carolina,Gaston County,115498,73033,63.23%
North Carolina,Gates County,5971,3367,56.39%
North Carolina,Graham County,4665,3710,79.53%
North Carolina,Granville County,31598,16647,52.68%
North Carolina,Greene County,8753,4874,55.68%
North Carolina,Guilford County,284486,107294,37.72%
North Carolina,Halifax County,25759,10080,39.13%
North Carolina,Harnett County,58293,35177,60.35%
North Carolina,Haywood County,36542,22834,62.49%
North Carolina,Henderson County,68371,40032,58.55%
North Carolina,Hertford County,10634,3479,32.72%
North Carolina,Hoke County,21639,9453,43.69%
North Carolina,Hyde County,2492,1418,56.90%
North Carolina,Iredell County,102371,67010,65.46%
North Carolina,Jackson County,21428,11356,53.00%
North Carolina,Johnston County,111357,68353,61.38%
North Carolina,Jones County,5525,3280,59.37%
North Carolina,Lee County,29008,16469,56.77%
North Carolina,Lenoir County,28409,14590,51.36%
North Carolina,Lincoln County,50217,36341,72.37%
North Carolina,McDowell County,23003,16883,73.39%
North Carolina,Macon County,20743,14211,68.51%
North Carolina,Madison County,13076,7979,61.02%
North Carolina,Martin County,12540,6532,52.09%
North Carolina,Mecklenburg County,567053,179211,31.60%
North Carolina,Mitchell County,9041,7090,78.42%
North Carolina,Montgomery County,12849,8411,65.46%
North Carolina,Moore County,58339,36764,63.02%
North Carolina,Nash County,52271,25827,49.41%
North Carolina,New Hanover County,131830,63331,48.04%
North Carolina,Northampton County,10109,3989,39.46%
North Carolina,Onslow County,72235,46078,63.79%
North Carolina,Orange County,84997,20176,23.74%
North Carolina,Pamlico County,7631,4849,63.54%
North Carolina,Pasquotank County,19897,9770,49.10%
North Carolina,Pender County,34169,21956,64.26%
North Carolina,Perquimans County,7484,4903,65.51%
North Carolina,Person County,21894,13184,60.22%
North Carolina,Pitt County,87573,38982,44.51%
North Carolina,Polk County,12358,7689,62.22%
North Carolina,Randolph County,73316,56894,77.60%
North Carolina,Richmond County,20763,11830,56.98%
North Carolina,Robeson County,47188,27806,58.93%
North Carolina,Rockingham County,47809,31301,65.47%
North Carolina,Rowan County,73408,49297,67.15%
North Carolina,Rutherford County,34429,24891,72.30%
North Carolina,Sampson County,28618,17411,60.84%
North Carolina,Scotland County,14775,7473,50.58%
North Carolina,Stanly County,33939,25458,75.01%
North Carolina,Stokes County,25701,20142,78.37%
North Carolina,Surry County,36638,27538,75.16%
North Carolina,Swain County,7068,4161,58.87%
North Carolina,Transylvania County,20404,11636,57.03%
North Carolina,Tyrrell County,1817,1044,57.46%
North Carolina,Union County,131011,80382,61.36%
North Carolina,Vance County,20999,8391,39.96%
North Carolina,Wake County,631830,226197,35.80%
North Carolina,Warren County,10293,3752,36.45%
North Carolina,Washington County,6205,2781,44.82%
North Carolina,Watauga County,32220,14451,44.85%
North Carolina,Wayne County,55537,30709,55.29%
North Carolina,Wilkes County,35466,27592,77.80%
North Carolina,Wilson County,40735,19581,48.07%
North Carolina,Yadkin County,19923,15933,79.97%
North Carolina,Yancey County,11352,7516,66.21%
North Dakota,Adams County,1269,981,77.30%
North Dakota,Barnes County,5565,3568,64.12%
North Dakota,Benson County,1961,1094,55.79%
North Dakota,Billings County,635,541,85.20%
North Dakota,Bottineau County,3471,2575,74.19%
North Dakota,Bowman County,1657,1395,84.19%
North Dakota,Burke County,1155,994,86.06%
North Dakota,Burleigh County,50753,34744,68.46%
North Dakota,Cass County,86053,42619,49.53%
North Dakota,Cavalier County,2020,1499,74.21%
North Dakota,Dickey County,2424,1742,71.86%
North Dakota,Divide County,1202,904,75.21%
North Dakota,Dunn County,2338,1951,83.45%
North Dakota,Eddy County,1261,854,67.72%
North Dakota,Emmons County,2009,1738,86.51%
North Dakota,Foster County,1778,1362,76.60%
North Dakota,Golden Valley County,1026,871,84.89%
North Dakota,Grand Forks County,30970,16987,54.85%
North Dakota,Grant County,1381,1145,82.91%
North Dakota,Griggs County,1250,907,72.56%
North Dakota,Hettinger County,1312,1091,83.16%
North Dakota,Kidder County,1460,1215,83.22%
North Dakota,LaMoure County,2219,1645,74.13%
North Dakota,Logan County,1076,930,86.43%
North Dakota,McHenry County,3003,2364,78.72%
North Dakota,McIntosh County,1455,1153,79.24%
North Dakota,McKenzie County,5419,4482,82.71%
North Dakota,McLean County,5536,4198,75.83%
North Dakota,Mercer County,4675,3856,82.48%
North Dakota,Morton County,16619,12243,73.67%
North Dakota,Mountrail County,4165,2824,67.80%
North Dakota,Nelson County,1777,1141,64.21%
North Dakota,Oliver County,1066,918,86.12%
North Dakota,Pembina County,3331,2460,73.85%
North Dakota,Pierce County,2128,1585,74.48%
North Dakota,Ramsey County,5372,3577,66.59%
North Dakota,Ransom County,2454,1418,57.78%
North Dakota,Renville County,1319,1065,80.74%
North Dakota,Richland County,7812,5072,64.93%
North Dakota,Rolette County,3804,1257,33.04%
North Dakota,Sargent County,2070,1266,61.16%
North Dakota,Sheridan County,812,688,84.73%
North Dakota,Sioux County,1186,258,21.75%
North Dakota,Slope County,427,380,88.99%
North Dakota,Stark County,15050,12110,80.47%
North Dakota,Steele County,1088,652,59.93%
North Dakota,Stutsman County,9959,6994,70.23%
North Dakota,Towner County,1174,830,70.70%
North Dakota,Traill County,4136,2522,60.98%
North Dakota,Walsh County,4783,3324,69.50%
North Dakota,Ward County,28246,19974,70.71%
North Dakota,Wells County,2374,1893,79.74%
North Dakota,Williams County,14334,11739,81.90%
Ohio,Adams County,12145,9870,81.27%
Ohio,Allen County,48006,33116,68.98%
Ohio,Ashland County,26405,19407,73.50%
Ohio,Ashtabula County,44147,26890,60.91%
Ohio,Athens County,26059,10862,41.68%
Ohio,Auglaize County,25777,20798,80.68%
Ohio,Belmont County,33088,23560,71.20%
Ohio,Brown County,21096,16480,78.12%
Ohio,Butler County,186737,114392,61.26%
Ohio,Carroll County,14212,10745,75.61%
Ohio,Champaign County,19972,14589,73.05%
Ohio,Clark County,64212,39032,60.79%
Ohio,Clermont County,110480,74570,67.50%
Ohio,Clinton County,20527,15488,75.45%
Ohio,Columbiana County,49860,35726,71.65%
Ohio,Coshocton County,16739,12325,73.63%
Ohio,Crawford County,20686,15436,74.62%
Ohio,Cuyahoga County,625670,202699,32.40%
Ohio,Darke County,27134,22004,81.09%
Ohio,Defiance County,19381,13038,67.27%
Ohio,Delaware County,126070,66356,52.63%
Ohio,Erie County,40335,22160,54.94%
Ohio,Fairfield County,83311,50797,60.97%
Ohio,Fayette County,12612,9473,75.11%
Ohio,Franklin County,630577,211237,33.50%
Ohio,Fulton County,22770,15731,69.09%
Ohio,Gallia County,13799,10645,77.14%
Ohio,Geauga County,56021,34143,60.95%
Ohio,Greene County,88643,52072,58.74%
Ohio,Guernsey County,18230,13407,73.54%
Ohio,Hamilton County,430929,177886,41.28%
Ohio,Hancock County,38771,26310,67.86%
Ohio,Hardin County,13247,9949,75.10%
Ohio,Harrison County,7655,5792,75.66%
Ohio,Henry County,14764,10479,70.98%
Ohio,Highland County,19676,15678,79.68%
Ohio,Hocking County,13824,9737,70.44%
Ohio,Holmes County,12947,10796,83.39%
Ohio,Huron County,27190,18956,69.72%
Ohio,Jackson County,14794,11309,76.44%
Ohio,Jefferson County,33362,22828,68.43%
Ohio,Knox County,31398,22340,71.15%
Ohio,Lake County,130509,73278,56.15%
Ohio,Lawrence County,28127,20306,72.19%
Ohio,Licking County,94210,59514,63.17%
Ohio,Logan County,23368,17964,76.87%
Ohio,Lorain County,157437,79520,50.51%
Ohio,Lucas County,200623,81763,40.75%
Ohio,Madison County,19855,13835,69.68%
Ohio,Mahoning County,118966,59903,50.35%
Ohio,Marion County,27818,19023,68.38%
Ohio,Medina County,105825,64598,61.04%
Ohio,Meigs County,10951,8316,75.94%
Ohio,Mercer County,23761,19452,81.87%
Ohio,Miami County,57972,41371,71.36%
Ohio,Monroe County,7148,5463,76.43%
Ohio,Montgomery County,268505,129034,48.06%
Ohio,Morgan County,6847,5041,73.62%
Ohio,Morrow County,18457,14077,76.27%
Ohio,Muskingum County,40465,27867,68.87%
Ohio,Noble County,6343,5135,80.96%
Ohio,Ottawa County,24007,14628,60.93%
Ohio,Paulding County,9467,7086,74.85%
Ohio,Perry County,16675,12357,74.10%
Ohio,Pickaway County,28271,20593,72.84%
Ohio,Pike County,12412,9157,73.78%
Ohio,Portage County,82872,45990,55.50%
Ohio,Preble County,21809,17022,78.05%
Ohio,Putnam County,19921,16412,82.39%
Ohio,Richland County,59975,41472,69.15%
Ohio,Ross County,33299,22278,66.90%
Ohio,Sandusky County,30074,18896,62.83%
Ohio,Scioto County,32047,22609,70.55%
Ohio,Seneca County,25810,17086,66.20%
Ohio,Shelby County,25258,20422,80.85%
Ohio,Stark County,189879,111097,58.51%
Ohio,Summit County,280473,124833,44.51%
Ohio,Trumbull County,101001,55194,54.65%
Ohio,Tuscarawas County,44015,30458,69.20%
Ohio,Union County,33445,21669,64.79%
Ohio,Van Wert County,14965,11650,77.85%
Ohio,Vinton County,6030,4632,76.82%
Ohio,Warren County,136100,87988,64.65%
Ohio,Washington County,32031,22307,69.64%
Ohio,Wayne County,54283,36759,67.72%
Ohio,Williams County,18651,13452,72.12%
Ohio,Wood County,67597,35757,52.90%
Ohio,Wyandot County,11390,8462,74.29%
Oklahoma,Adair County,7108,5585,78.57%
Oklahoma,Alfalfa County,2262,1978,87.44%
Oklahoma,Atoka County,5389,4557,84.56%
Oklahoma,Beaver County,2178,1968,90.36%
Oklahoma,Beckham County,7948,6767,85.14%
Oklahoma,Blaine County,3901,3136,80.39%
Oklahoma,Bryan County,15976,12344,77.27%
Oklahoma,Caddo County,9859,7013,71.13%
Oklahoma,Canadian County,61940,43550,70.31%
Oklahoma,Carter County,19479,14699,75.46%
Oklahoma,Cherokee County,17714,11223,63.36%
Oklahoma,Choctaw County,5832,4698,80.56%
Oklahoma,Cimarron County,1054,970,92.03%
Oklahoma,Cleveland County,119778,66677,55.67%
Oklahoma,Coal County,2524,2091,82.84%
Oklahoma,Comanche County,35631,20905,58.67%
Oklahoma,Cotton County,2572,2117,82.31%
Oklahoma,Craig County,6032,4686,77.69%
Oklahoma,Creek County,30505,23294,76.36%
Oklahoma,Custer County,10691,8060,75.39%
Oklahoma,Delaware County,17245,13557,78.61%
Oklahoma,Dewey County,2359,2124,90.04%
Oklahoma,Ellis County,1873,1688,90.12%
Oklahoma,Garfield County,22430,16970,75.66%
Oklahoma,Garvin County,10922,8878,81.29%
Oklahoma,Grady County,23101,18538,80.25%
Oklahoma,Grant County,2226,1916,86.07%
Oklahoma,Greer County,1973,1605,81.35%
Oklahoma,Harmon County,933,747,80.06%
Oklahoma,Harper County,1487,1327,89.24%
Oklahoma,Haskell County,5014,4165,83.07%
Oklahoma,Hughes County,4857,3875,79.78%
Oklahoma,Jackson County,8221,6392,77.75%
Oklahoma,Jefferson County,2385,2026,84.95%
Oklahoma,Johnston County,4251,3441,80.95%
Oklahoma,Kay County,17249,12834,74.40%
Oklahoma,Kingfisher County,6465,5521,85.40%
Oklahoma,Kiowa County,3427,2673,78.00%
Oklahoma,Latimer County,4249,3437,80.89%
Oklahoma,Le Flore County,18805,15213,80.90%
Oklahoma,Lincoln County,14888,12013,80.69%
Oklahoma,Logan County,21574,15608,72.35%
Oklahoma,Love County,4076,3305,81.08%
Oklahoma,McClain County,19236,15295,79.51%
Oklahoma,McCurtain County,11467,9485,82.72%
Oklahoma,McIntosh County,8335,6172,74.05%
Oklahoma,Major County,3467,3084,88.95%
Oklahoma,Marshall County,6064,4891,80.66%
Oklahoma,Mayes County,16626,12749,76.68%
Oklahoma,Murray County,5894,4612,78.25%
Oklahoma,Muskogee County,25081,16526,65.89%
Oklahoma,Noble County,4938,3821,77.38%
Oklahoma,Nowata County,4391,3610,82.21%
Oklahoma,Okfuskee County,4038,3058,75.73%
Oklahoma,Oklahoma County,294740,145050,49.21%
Oklahoma,Okmulgee County,14313,9668,67.55%
Oklahoma,Osage County,20538,14121,68.76%
Oklahoma,Ottawa County,11438,8545,74.71%
Oklahoma,Pawnee County,6786,5267,77.62%
Oklahoma,Payne County,29643,17813,60.09%
Oklahoma,Pittsburg County,17924,13851,77.28%
Oklahoma,Pontotoc County,15320,10805,70.53%
Oklahoma,Pottawatomie County,28185,20240,71.81%
Oklahoma,Pushmataha County,4739,4016,84.74%
Oklahoma,Roger Mills County,1834,1629,88.82%
Oklahoma,Rogers County,44553,34031,76.38%
Oklahoma,Seminole County,8337,6011,72.10%
Oklahoma,Sequoyah County,15386,12113,78.73%
Oklahoma,Stephens County,19057,15560,81.65%
Oklahoma,Texas County,5521,4505,81.60%
Oklahoma,Tillman County,2708,2076,76.66%
Oklahoma,Tulsa County,266678,150574,56.46%
Oklahoma,Wagoner County,35338,26165,74.04%
Oklahoma,Washington County,23501,17076,72.66%
Oklahoma,Washita County,4777,4086,85.53%
Oklahoma,Woods County,3678,2993,81.38%
Oklahoma,Woodward County,7785,6611,84.92%
Oregon,Baker County,9932,7352,74.02%
Oregon,Benton County,52799,14878,28.18%
Oregon,Clackamas County,257679,110509,42.89%
Oregon,Clatsop County,23910,10218,42.74%
Oregon,Columbia County,32221,17150,53.23%
Oregon,Coos County,37075,21829,58.88%
Oregon,Crook County,15448,11287,73.06%
Oregon,Curry County,14925,8484,56.84%
Oregon,Deschutes County,125234,55646,44.43%
Oregon,Douglas County,64349,43298,67.29%
Oregon,Gilliam County,1178,834,70.80%
Oregon,Grant County,4596,3545,77.13%
Oregon,Harney County,4481,3475,77.55%
Oregon,Hood River County,13090,3955,30.21%
Oregon,Jackson County,127165,63869,50.23%
Oregon,Jefferson County,11913,7189,60.35%
Oregon,Josephine County,51641,31751,61.48%
Oregon,Klamath County,36726,25308,68.91%
Oregon,Lake County,4363,3470,79.53%
Oregon,Lane County,222253,80336,36.15%
Oregon,Lincoln County,30726,12460,40.55%
Oregon,Linn County,72640,43486,59.87%
Oregon,Malheur County,11804,8187,69.36%
Oregon,Marion County,165534,79002,47.73%
Oregon,Morrow County,5118,3586,70.07%
Oregon,Multnomah County,463659,82995,17.90%
Oregon,Polk County,48291,23732,49.14%
Oregon,Sherman County,1208,921,76.24%
Oregon,Tillamook County,16888,8354,49.47%
Oregon,Umatilla County,33038,21270,64.38%
Oregon,Union County,14944,10298,68.91%
Oregon,Wallowa County,5149,3404,66.11%
Oregon,Wasco County,14130,7035,49.79%
Oregon,Washington County,320326,99073,30.93%
Oregon,Wheeler County,965,711,73.68%
Oregon,Yamhill County,58923,29551,50.15%
Pennsylvania,Adams County,56714,37523,66.16%
Pennsylvania,Allegheny County,724800,282913,39.03%
Pennsylvania,Armstrong County,36370,27489,75.58%
Pennsylvania,Beaver County,94122,54759,58.18%
Pennsylvania,Bedford County,27574,23025,83.50%
Pennsylvania,Berks County,205540,109736,53.39%
Pennsylvania,Blair County,63595,45306,71.24%
Pennsylvania,Bradford County,30159,21600,71.62%
Pennsylvania,Bucks County,396234,187367,47.29%
